college,sport,city,division,enrollment_male,enrollment_female,enrollment_total,college_type,gender,participants_male,participants_female,opexp_per_male,opexp_per_male_team,opexp_per_female,opexp_per_female_team, revenue_male,revenue_female,expense_male,expense_female
Yeshiva University,Baseball,New York,NCAA Division III (without football),"1,433","1,291","2,724","Private nonprofit, 4-year or above",Men,26,,"$2,761 ","$71,790 ",,,"$98,690 ",,"$98,690 ",
SUNY College of Technology at Canton,Baseball,Canton,Other,"1,288","1,505","2,793","Public, 4-year or above",Men,37,,"$1,235 ","$45,680 ",,,"$97,090 ",,"$95,376 ",
SUNY College of Technology at Alfred,Baseball,Alfred,NCAA Division III (with football),"2,139","1,187","3,326","Public, 4-year or above",Men,28,,"$1,732 ","$48,497 ",,,"$129,705 ",,"$93,554 ",
Genesee Community College,Baseball,Batavia,NJCAA Division II,"1,060","1,886","2,946","Public, 2-year",Men,20,,"$1,473 ","$29,461 ",,,"$89,145 ",,"$89,145 ",
Niagara County Community College,Baseball,Sanborn,NJCAA Division III,"1,739","2,210","3,949","Public, 2-year",Men,32,,$717 ,"$22,950 ",,,"$118,950 ",,"$88,950 ",
Medaille College,Baseball,Buffalo,NCAA Division III (without football),561,"1,188","1,749","Private nonprofit, 4-year or above",Men,22,,"$2,780 ","$61,167 ",,,"$124,280 ",,"$85,867 ",
Onondaga Community College,Baseball,Syracuse,NJCAA Division III,"3,184","3,062","6,246","Public, 2-year",Men,22,,"$2,511 ","$55,248 ",,,"$80,741 ",,"$82,770 ",
Mount Saint Mary College,Baseball,Newburgh,NCAA Division III (without football),522,"1,185","1,707","Private nonprofit, 4-year or above",Men,34,,"$1,047 ","$35,581 ",,,"$82,319 ",,"$82,068 ",
Hilbert College,Baseball,Hamburg,NCAA Division III (without football),370,472,842,"Private nonprofit, 4-year or above",Men,33,,"$1,908 ","$62,960 ",,,"$78,634 ",,"$78,634 ",
Farmingdale State College,Baseball,Farmingdale,NCAA Division III (without football),"3,701","2,451","6,152","Public, 4-year or above",Men,35,,$927 ,"$32,439 ",,,"$70,439 ",,"$70,439 ",
SUNY College at Old Westbury,Baseball,Old Westbury,NCAA Division III (without football),"1,494","2,142","3,636","Public, 4-year or above",Men,31,,"$1,519 ","$47,083 ",,,"$82,294 ",,"$69,369 ",
Houghton College,Baseball,Houghton,NCAA Division III (without football),352,641,993,"Private nonprofit, 4-year or above",Men,30,,"$1,262 ","$37,861 ",,,"$69,146 ",,"$69,146 ",
College of Mount Saint Vincent,Baseball,Bronx,NCAA Division III (without football),490,"1,087","1,577","Private nonprofit, 4-year or above",Men,22,,"$1,467 ","$32,283 ",,,"$72,831 ",,"$68,571 ",
Manhattanville College,Baseball,Purchase,NCAA Division III (without football),609,"1,098","1,707","Private nonprofit, 4-year or above",Men,39,,$396 ,"$15,445 ",,,"$69,455 ",,"$67,580 ",
College of Staten Island CUNY,Baseball,Staten Island,NCAA Division III (without football),"4,528","5,493","10,021","Public, 4-year or above",Men,30,,"$1,501 ","$45,025 ",,,"$66,089 ",,"$66,089 ",
Schenectady County Community College,Baseball,Schenectady,NJCAA Division III,"1,216","1,286","2,502","Public, 2-year",Men,25,,"$1,901 ","$47,519 ",,,"$51,571 ",,"$65,519 ",
Keuka College,Baseball,Keuka Park,NCAA Division III (without football),383,964,"1,347","Private nonprofit, 4-year or above",Men,33,,"$1,041 ","$34,358 ",,,"$64,932 ",,"$64,932 ",
CUNY City College,Baseball,New York,NCAA Division III (without football),"4,509","4,790","9,299","Public, 4-year or above",Men,25,,$391 ,"$9,775 ",,,"$73,036 ",,"$63,377 ",
Cazenovia College,Baseball,Cazenovia,NCAA Division III (without football),271,692,963,"Private nonprofit, 4-year or above",Men,32,,"$1,458 ","$46,655 ",,,"$61,090 ",,"$61,090 ",
D'Youville College,Baseball,Buffalo,NCAA Division III (without football),416,"1,087","1,503","Private nonprofit, 4-year or above",Men,24,,"$1,836 ","$44,068 ",,,"$60,693 ",,"$60,693 ",
Mohawk Valley Community College,Baseball,Utica,NJCAA Division III,"1,985","2,002","3,987","Public, 2-year",Men,32,,$854 ,"$27,328 ",,,"$56,999 ",,"$56,999 ",
College of the Albemarle,Baseball,Elizabeth City,NJCAA Division III,373,578,951,"Public, 2-year",Men,28,,"$1,210 ","$33,872 ",,,"$53,584 ",,"$53,584 ",
Jefferson Community College,Baseball,Watertown,NJCAA Division III,898,"1,234","2,132","Public, 2-year",Men,30,,"$1,298 ","$38,928 ",,,"$51,740 ",,"$51,740 ",
Rockland Community College,Baseball,Suffern,NJCAA Division III,"2,205","1,954","4,159","Public, 2-year",Men,21,,"$1,151 ","$24,171 ",,,"$50,485 ",,"$50,485 ",
Herkimer County Community College,Baseball,Herkimer,NJCAA Division III,810,"1,023","1,833","Public, 2-year",Men,30,,"$1,038 ","$31,140 ",,,"$50,218 ",,"$50,218 ",
Orange County Community College,Baseball,Middletown,Other,"1,502","1,793","3,295","Public, 2-year",Men,22,,"$1,276 ","$28,072 ",,,"$48,110 ",,"$48,308 ",
CUNY Borough of Manhattan Community College,Baseball,New York,NJCAA Division III,"7,501","9,601","17,102","Public, 2-year",Men,24,,"$1,452 ","$34,839 ",,,"$48,129 ",,"$48,129 ",
CUNY John Jay College of Criminal Justice,Baseball,New York,NCAA Division III (without football),"4,393","5,826","10,219","Public, 4-year or above",Men,26,,$697 ,"$18,115 ",,,"$47,347 ",,"$47,347 ",
Finger Lakes Community College,Baseball,Canandaigua,NJCAA Division III,"1,506","1,750","3,256","Public, 2-year",Men,33,,"$1,041 ","$34,340 ",,,"$46,794 ",,"$46,794 ",
SUNY Westchester Community College,Baseball,Valhalla,NJCAA Division III,"3,645","3,714","7,359","Public, 2-year",Men,26,,$859 ,"$22,325 ",,,"$46,325 ",,"$46,325 ",
Sullivan County Community College,Baseball,Loch Sheldrake,NJCAA Division III,432,475,907,"Public, 2-year",Men,28,,$818 ,"$22,896 ",,,"$44,008 ",,"$44,008 ",
Dutchess Community College,Baseball,Poughkeepsie,NJCAA Division III,"2,316","2,289","4,605","Public, 2-year",Men,20,,"$1,379 ","$27,585 ",,,"$42,295 ",,"$42,165 ",
CUNY Bronx Community College,Baseball,Bronx,NJCAA Division III,"3,061","3,769","6,830","Public, 2-year",Men,24,,"$1,026 ","$24,613 ",,,"$41,613 ",,"$41,613 ",
SUNY Maritime College,Baseball,Throggs Neck,NCAA Division III (with football),"1,419",160,"1,579","Public, 4-year or above",Men,29,,"$1,199 ","$34,775 ",,,"$41,235 ",,"$38,932 ",
Nassau Community College,Baseball,Garden City,NJCAA Division III,"6,765","6,210","12,975","Public, 2-year",Men,35,,$476 ,"$16,660 ",,,"$36,907 ",,"$36,907 ",
Hudson Valley Community College,Baseball,Troy,NJCAA Division III,"3,578","2,594","6,172","Public, 2-year",Men,31,,$759 ,"$23,523 ",,,"$34,942 ",,"$34,942 ",
SUNY Broome Community College,Baseball,Binghamton,NJCAA Division III,"1,973","2,318","4,291","Public, 2-year",Men,24,,$933 ,"$22,403 ",,,"$34,173 ",,"$34,173 ",
CUNY Bernard M Baruch College,Baseball,New York,NCAA Division III (without football),"5,673","5,123","10,796","Public, 4-year or above",Men,25,,$677 ,"$16,913 ",,,"$35,833 ",,"$33,356 ",
SUNY at Purchase College,Baseball,Purchase,NCAA Division III (without football),"1,648","2,046","3,694","Public, 4-year or above",Men,25,,$752 ,"$18,807 ",,,"$35,000 ",,"$33,189 ",
Jamestown Community College,Baseball,Jamestown,NJCAA Division III,"1,095","1,377","2,472","Public, 2-year",Men,18,,"$1,133 ","$20,397 ",,,"$30,847 ",,"$30,847 ",
CUNY Lehman College,Baseball,Bronx,NCAA Division III (without football),"1,961","3,903","5,864","Public, 4-year or above",Men,22,,$634 ,"$13,957 ",,,"$29,182 ",,"$29,182 ",
Corning Community College,Baseball,Corning,NJCAA Division III,863,"1,080","1,943","Public, 2-year",Men,26,,$765 ,"$19,899 ",,,"$29,979 ",,"$28,822 ",
CUNY Kingsborough Community College,Baseball,Brooklyn,NJCAA Division III,"4,767","5,398","10,165","Public, 2-year",Men,22,,$632 ,"$13,910 ",,,"$26,451 ",,"$26,365 ",
Fulton-Montgomery Community College,Baseball,Johnstown,NJCAA Division III,713,804,"1,517","Public, 2-year",Men,20,,$829 ,"$16,575 ",,,"$32,993 ",,"$25,585 ",
Vaughn College of Aeronautics and Technology,Baseball,Flushing,Other,"1,092",169,"1,261","Private nonprofit, 4-year or above",Men,22,,$712 ,"$15,670 ",,,"$24,630 ",,"$24,630 ",
Tompkins Cortland Community College,Baseball,Dryden,NJCAA Division III,"1,062","1,182","2,244","Public, 2-year",Men,24,,$687 ,"$16,497 ",,,"$24,068 ",,"$24,068 ",
Ulster County Community College,Baseball,Stone Ridge,NJCAA Division III,683,806,"1,489","Public, 2-year",Men,25,,$452 ,"$11,297 ",,,"$22,297 ",,"$22,297 ",
Columbia-Greene Community College,Baseball,Hudson,NJCAA Division III,373,475,848,"Public, 2-year",Men,17,,$684 ,"$11,621 ",,,"$29,699 ",,"$22,017 ",
CUNY Queensborough Community College,Baseball,Bayside,NJCAA Division III,"4,558","4,966","9,524","Public, 2-year",Men,31,,$332 ,"$10,300 ",,,"$20,287 ",,"$20,287 ",
Adirondack Community College,Baseball,Queensbury,NJCAA Division III,"1,162","1,338","2,500","Public, 2-year",Men,21,,$469 ,"$9,853 ",,,"$20,998 ",,"$17,984 ",
Clinton Community College,Baseball,Plattsburgh,NJCAA Division III,431,480,911,"Public, 2-year",Men,13,,$654 ,"$8,500 ",,,"$14,450 ",,"$14,450 ",
Syracuse University,Basketball,Syracuse,NCAA Division I-A,"6,394","7,835","14,229","Private nonprofit, 4-year or above",Men,15,,"$175,846 ","$2,637,683 ",,,"$29,354,167 ",,"$13,344,977 ",
St John's University-New York,Basketball,Queens,NCAA Division I-AAA,"4,884","5,671","10,555","Private nonprofit, 4-year or above",Men,17,,"$66,347 ","$1,127,898 ",,,"$10,511,821 ",,"$10,511,821 ",
Fordham University,Basketball,Bronx,NCAA Division I-AA,"3,667","4,367","8,034","Private nonprofit, 4-year or above",Men,17,,"$51,457 ","$874,773 ",,,"$5,226,030 ",,"$5,226,030 ",
St Bonaventure University,Basketball,Saint Bonaventure,NCAA Division I-AAA,851,867,"1,718","Private nonprofit, 4-year or above",Men,15,,"$47,354 ","$710,305 ",,,"$2,690,887 ",,"$2,690,887 ",
Hofstra University,Basketball,Hempstead,NCAA Division I-AAA,"2,970","3,460","6,430","Private nonprofit, 4-year or above",Men,13,,"$32,697 ","$425,058 ",,,"$2,567,991 ",,"$2,567,991 ",
Siena College,Basketball,Loudonville,NCAA Division I-AAA,"1,428","1,556","2,984","Private nonprofit, 4-year or above",Men,17,,"$21,578 ","$366,832 ",,,"$2,516,769 ",,"$2,516,769 ",
Iona College,Basketball,New Rochelle,NCAA Division I-AA,"1,394","1,599","2,993","Private nonprofit, 4-year or above",Men,16,,"$17,818 ","$285,090 ",,,"$2,162,934 ",,"$2,162,934 ",
University at Buffalo,Basketball,Buffalo,NCAA Division I-A,"9,949","8,042","17,991","Public, 4-year or above",Men,15,,"$32,392 ","$485,876 ",,,"$2,100,440 ",,"$2,100,440 ",
Canisius College,Basketball,Buffalo,NCAA Division I-AAA,"1,251","1,449","2,700","Private nonprofit, 4-year or above",Men,13,,"$20,725 ","$269,430 ",,,"$2,050,411 ",,"$2,050,411 ",
Stony Brook University,Basketball,Stony Brook,NCAA Division I-AA,"8,253","6,890","15,143","Public, 4-year or above",Men,12,,"$42,073 ","$504,875 ",,,"$1,736,920 ",,"$2,048,349 ",
Manhattan College,Basketball,Riverdale,NCAA Division I-AAA,"1,811","1,465","3,276","Private nonprofit, 4-year or above",Men,14,,"$34,469 ","$482,568 ",,,"$1,995,054 ",,"$1,995,054 ",
Marist College,Basketball,Poughkeepsie,NCAA Division I-AA,"1,993","2,879","4,872","Private nonprofit, 4-year or above",Men,14,,"$24,269 ","$339,770 ",,,"$1,818,576 ",,"$1,818,576 ",
LIU Brooklyn,Basketball,Brooklyn,NCAA Division I-AAA,"1,312","2,798","4,110","Private nonprofit, 4-year or above",Men,15,,"$15,628 ","$234,415 ",,,"$1,816,899 ",,"$1,816,899 ",
Colgate University,Basketball,Hamilton,NCAA Division I-AA,"1,305","1,558","2,863","Private nonprofit, 4-year or above",Men,18,,"$15,196 ","$273,521 ",,,"$1,733,114 ",,"$1,733,114 ",
SUNY at Binghamton,Basketball,Vestal,NCAA Division I-AAA,"6,746","6,160","12,906","Public, 4-year or above",Men,16,,"$15,491 ","$247,853 ",,,"$1,611,797 ",,"$1,613,641 ",
SUNY at Albany,Basketball,Albany,NCAA Division I-AA,"6,228","5,867","12,095","Public, 4-year or above",Men,15,,"$27,230 ","$408,443 ",,,"$2,047,143 ",,"$1,575,462 ",
Wagner College,Basketball,Staten Island,NCAA Division I-A,657,"1,105","1,762","Private nonprofit, 4-year or above",Men,13,,"$23,700 ","$308,099 ",,,"$1,609,794 ",,"$1,549,575 ",
Niagara University,Basketball,Niagara University,NCAA Division I-AAA,"1,149","1,669","2,818","Private nonprofit, 4-year or above",Men,15,,"$17,021 ","$255,319 ",,,"$1,402,822 ",,"$1,402,822 ",
Columbia University - NYC,Basketball,New York,NCAA Division I-AA,"3,926","3,570","7,496","Private nonprofit, 4-year or above",Men,14,,"$18,710 ","$261,942 ",,,"$1,345,170 ",,"$1,345,170 ",
St Francis College,Basketball,Brooklyn Heights,NCAA Division I-AAA,"1,059","1,354","2,413","Private nonprofit, 4-year or above",Men,14,,"$11,590 ","$162,255 ",,,"$1,230,090 ",,"$1,230,090 ",
Cornell University,Basketball,Ithaca,NCAA Division I-AA,"6,976","7,206","14,182","Private nonprofit, 4-year or above",Men,17,,"$9,484 ","$161,234 ",,,"$963,947 ",,"$963,947 ",
Pace University-New York,Basketball,New York,NCAA Division II (with football),"2,857","4,362","7,219","Private nonprofit, 4-year or above",Men,14,,"$4,772 ","$66,805 ",,,"$774,546 ",,"$759,701 ",
The College of Saint Rose,Basketball,Albany,NCAA Division II (without football),852,"1,655","2,507","Private nonprofit, 4-year or above",Men,15,,"$3,827 ","$57,403 ",,,"$764,181 ",,"$718,551 ",
Monroe College,Basketball,Bronx,Other,"1,858","2,910","4,768","Private for-profit, 4-year or above",Men,25,,"$7,186 ","$179,642 ",,,"$622,192 ",,"$622,192 ",
LIU Post,Basketball,Brookville,NCAA Division II (with football),"1,317","2,038","3,355","Private nonprofit, 4-year or above",Men,19,,"$4,000 ","$76,007 ",,,"$617,197 ",,"$617,197 ",
Adelphi University,Basketball,Garden City,NCAA Division II (without football),"1,403","3,173","4,576","Private nonprofit, 4-year or above",Men,15,,"$6,643 ","$99,646 ",,,"$566,891 ",,"$566,891 ",
Daemen College,Basketball,Amherst,NCAA Division II (without football),497,"1,179","1,676","Private nonprofit, 4-year or above",Men,16,,"$6,989 ","$111,827 ",,,"$561,271 ",,"$561,271 ",
Le Moyne College,Basketball,Syracuse,NCAA Division II (without football),"1,104","1,385","2,489","Private nonprofit, 4-year or above",Men,13,,"$5,386 ","$70,023 ",,,"$591,028 ",,"$546,912 ",
St. Thomas Aquinas College,Basketball,Sparkill,NCAA Division II (without football),506,580,"1,086","Private nonprofit, 4-year or above",Men,15,,"$3,304 ","$49,562 ",,,"$471,478 ",,"$476,962 ",
Nyack College,Basketball,Nyack,NCAA Division II (without football),544,872,"1,416","Private nonprofit, 4-year or above",Men,13,,"$5,623 ","$73,093 ",,,"$469,510 ",,"$469,510 ",
New York University,Basketball,New York,NCAA Division III (without football),"10,184","13,266","23,450","Private nonprofit, 4-year or above",Men,19,,"$8,935 ","$169,773 ",,,"$482,516 ",,"$444,196 ",
Dowling College,Basketball,Oakdale,NCAA Division II (without football),562,518,"1,080","Private nonprofit, 4-year or above",Men,16,,"$1,608 ","$25,731 ",,,"$359,970 ",,"$359,970 ",
New York Institute of Technology,Basketball,Old Westbury,NCAA Division II (without football),"2,286","1,332","3,618","Private nonprofit, 4-year or above",Men,15,,"$1,784 ","$26,757 ",,,"$357,215 ",,"$357,215 ",
Dominican College of Blauvelt,Basketball,Orangeburg,NCAA Division II (without football),469,800,"1,269","Private nonprofit, 4-year or above",Men,21,,"$1,452 ","$30,484 ",,,"$334,319 ",,"$334,319 ",
Saint John Fisher College,Basketball,Rochester,NCAA Division III (with football),"1,078","1,581","2,659","Private nonprofit, 4-year or above",Men,30,,"$2,337 ","$70,119 ",,,"$297,549 ",,"$297,549 ",
Concordia College-New York,Basketball,Bronxville,NCAA Division II (without football),276,555,831,"Private nonprofit, 4-year or above",Men,15,,"$1,353 ","$20,300 ",,,"$287,135 ",,"$287,135 ",
Molloy College,Basketball,Rockville Centre,NCAA Division II (without football),710,"1,964","2,674","Private nonprofit, 4-year or above",Men,12,,"$2,190 ","$26,277 ",,,"$275,478 ",,"$276,336 ",
University of Rochester,Basketball,Rochester,NCAA Division III (with football),"2,958","2,953","5,911","Private nonprofit, 4-year or above",Men,16,,"$5,438 ","$87,003 ",,,"$273,065 ",,"$273,065 ",
CUNY Queens College,Basketball,Queens,NCAA Division II (without football),"4,942","6,119","11,061","Public, 4-year or above",Men,16,,"$1,651 ","$26,418 ",,,"$263,075 ",,"$260,162 ",
Roberts Wesleyan College,Basketball,Rochester,NCAA Division II (without football),385,834,"1,219","Private nonprofit, 4-year or above",Men,15,,"$2,733 ","$40,996 ",,,"$242,087 ",,"$242,087 ",
SUNY College at Plattsburgh,Basketball,Plattsburgh,NCAA Division III (without football),"2,265","2,813","5,078","Public, 4-year or above",Men,16,,"$3,742 ","$59,875 ",,,"$214,298 ",,"$213,017 ",
Ithaca College,Basketball,Ithaca,NCAA Division III (with football),"2,551","3,452","6,003","Private nonprofit, 4-year or above",Men,15,,"$3,114 ","$46,709 ",,,"$205,449 ",,"$205,449 ",
Rensselaer Polytechnic Institute,Basketball,Troy,NCAA Division III (with football),"3,861","1,695","5,556","Private nonprofit, 4-year or above",Men,18,,"$2,904 ","$52,264 ",,,"$188,380 ",,"$182,610 ",
Hamilton College,Basketball,Clinton,NCAA Division III (with football),918,972,"1,890","Private nonprofit, 4-year or above",Men,15,,"$3,324 ","$49,866 ",,,"$177,467 ",,"$177,467 ",
SUNY College at Geneseo,Basketball,Geneseo,NCAA Division III (without football),"2,278","3,136","5,414","Public, 4-year or above",Men,16,,"$4,416 ","$70,655 ",,,"$161,526 ",,"$173,480 ",
Rochester Institute of Technology,Basketball,Rochester,Other,"8,188","4,003","12,191","Private nonprofit, 4-year or above",Men,18,,"$2,784 ","$50,104 ",,,"$172,381 ",,"$172,381 ",
Hobart William Smith Colleges,Basketball,Geneva,NCAA Division III (with football),"1,094","1,248","2,342","Private nonprofit, 4-year or above",Men,14,,"$1,381 ","$19,330 ",,,"$164,111 ",,"$164,111 ",
Mercy College,Basketball,Dobbs Ferry,NCAA Division II (without football),"1,636","3,474","5,110","Private nonprofit, 4-year or above",Men,17,,"$3,039 ","$51,667 ",,,"$158,467 ",,"$158,467 ",
Globe Institute of Technology,Basketball,New York,NJCAA Division I,334,135,469,"Private for-profit, 4-year or above",Men,15,,"$2,945 ","$44,174 ",,,"$188,812 ",,"$156,812 ",
SUNY College at Cortland,Basketball,Cortland,NCAA Division III (with football),"2,631","3,572","6,203","Public, 4-year or above",Men,17,,"$2,092 ","$35,558 ",,,"$151,472 ",,"$151,472 ",
SUNY Buffalo State,Basketball,Buffalo,NCAA Division III (with football),"3,485","4,793","8,278","Public, 4-year or above",Men,15,,"$2,514 ","$37,714 ",,,"$164,418 ",,"$151,146 ",
