college,sport,city,division,enrollment_male,enrollment_female,enrollment_total,college_type,gender,participants_male,participants_female,opexp_per_male,opexp_per_male_team,opexp_per_female,opexp_per_female_team, revenue_male,revenue_female,expense_male,expense_female
CUNY Kingsborough Community College,Baseball,Brooklyn,NJCAA Division III,4767,5398,10165,"Public, 2-year",Men,22,,632,13910,,,26451,,26365,
Fulton-Montgomery Community College,Baseball,Johnstown,NJCAA Division III,713,804,1517,"Public, 2-year",Men,20,,829,16575,,,32993,,25585,
Vaughn College of Aeronautics and Technology,Baseball,Flushing,Other,1092,169,1261,"Private nonprofit, 4-year or above",Men,22,,712,15670,,,24630,,24630,
Tompkins Cortland Community College,Baseball,Dryden,NJCAA Division III,1062,1182,2244,"Public, 2-year",Men,24,,687,16497,,,24068,,24068,
Ulster County Community College,Baseball,Stone Ridge,NJCAA Division III,683,806,1489,"Public, 2-year",Men,25,,452,11297,,,22297,,22297,
Columbia-Greene Community College,Baseball,Hudson,NJCAA Division III,373,475,848,"Public, 2-year",Men,17,,684,11621,,,29699,,22017,
CUNY Queensborough Community College,Baseball,Bayside,NJCAA Division III,4558,4966,9524,"Public, 2-year",Men,31,,332,10300,,,20287,,20287,
Adirondack Community College,Baseball,Queensbury,NJCAA Division III,1162,1338,2500,"Public, 2-year",Men,21,,469,9853,,,20998,,17984,
Clinton Community College,Baseball,Plattsburgh,NJCAA Division III,431,480,911,"Public, 2-year",Men,13,,654,8500,,,14450,,14450,
Syracuse University,Basketball,Syracuse,NCAA Division I-A,6394,7835,14229,"Private nonprofit, 4-year or above",Men,15,,175846,2637683,,,29354167,,13344977,
St John's University-New York,Basketball,Queens,NCAA Division I-AAA,4884,5671,10555,"Private nonprofit, 4-year or above",Men,17,,66347,1127898,,,10511821,,10511821,
Fordham University,Basketball,Bronx,NCAA Division I-AA,3667,4367,8034,"Private nonprofit, 4-year or above",Men,17,,51457,874773,,,5226030,,5226030,
St Bonaventure University,Basketball,Saint Bonaventure,NCAA Division I-AAA,851,867,1718,"Private nonprofit, 4-year or above",Men,15,,47354,710305,,,2690887,,2690887,
Hofstra University,Basketball,Hempstead,NCAA Division I-AAA,2970,3460,6430,"Private nonprofit, 4-year or above",Men,13,,32697,425058,,,2567991,,2567991,
Siena College,Basketball,Loudonville,NCAA Division I-AAA,1428,1556,2984,"Private nonprofit, 4-year or above",Men,17,,21578,366832,,,2516769,,2516769,
Iona College,Basketball,New Rochelle,NCAA Division I-AA,1394,1599,2993,"Private nonprofit, 4-year or above",Men,16,,17818,285090,,,2162934,,2162934,
University at Buffalo,Basketball,Buffalo,NCAA Division I-A,9949,8042,17991,"Public, 4-year or above",Men,15,,32392,485876,,,2100440,,2100440,
Canisius College,Basketball,Buffalo,NCAA Division I-AAA,1251,1449,2700,"Private nonprofit, 4-year or above",Men,13,,20725,269430,,,2050411,,2050411,
Stony Brook University,Basketball,Stony Brook,NCAA Division I-AA,8253,6890,15143,"Public, 4-year or above",Men,12,,42073,504875,,,1736920,,2048349,
Manhattan College,Basketball,Riverdale,NCAA Division I-AAA,1811,1465,3276,"Private nonprofit, 4-year or above",Men,14,,34469,482568,,,1995054,,1995054,
Marist College,Basketball,Poughkeepsie,NCAA Division I-AA,1993,2879,4872,"Private nonprofit, 4-year or above",Men,14,,24269,339770,,,1818576,,1818576,
LIU Brooklyn,Basketball,Brooklyn,NCAA Division I-AAA,1312,2798,4110,"Private nonprofit, 4-year or above",Men,15,,15628,234415,,,1816899,,1816899,
Colgate University,Basketball,Hamilton,NCAA Division I-AA,1305,1558,2863,"Private nonprofit, 4-year or above",Men,18,,15196,273521,,,1733114,,1733114,
SUNY at Binghamton,Basketball,Vestal,NCAA Division I-AAA,6746,6160,12906,"Public, 4-year or above",Men,16,,15491,247853,,,1611797,,1613641,
SUNY at Albany,Basketball,Albany,NCAA Division I-AA,6228,5867,12095,"Public, 4-year or above",Men,15,,27230,408443,,,2047143,,1575462,
Wagner College,Basketball,Staten Island,NCAA Division I-A,657,1105,1762,"Private nonprofit, 4-year or above",Men,13,,23700,308099,,,1609794,,1549575,
Niagara University,Basketball,Niagara University,NCAA Division I-AAA,1149,1669,2818,"Private nonprofit, 4-year or above",Men,15,,17021,255319,,,1402822,,1402822,
Columbia University - NYC,Basketball,New York,NCAA Division I-AA,3926,3570,7496,"Private nonprofit, 4-year or above",Men,14,,18710,261942,,,1345170,,1345170,
St Francis College,Basketball,Brooklyn Heights,NCAA Division I-AAA,1059,1354,2413,"Private nonprofit, 4-year or above",Men,14,,11590,162255,,,1230090,,1230090,
Cornell University,Basketball,Ithaca,NCAA Division I-AA,6976,7206,14182,"Private nonprofit, 4-year or above",Men,17,,9484,161234,,,963947,,963947,
Pace University-New York,Basketball,New York,NCAA Division II (with football),2857,4362,7219,"Private nonprofit, 4-year or above",Men,14,,4772,66805,,,774546,,759701,
The College of Saint Rose,Basketball,Albany,NCAA Division II (without football),852,1655,2507,"Private nonprofit, 4-year or above",Men,15,,3827,57403,,,764181,,718551,
Monroe College,Basketball,Bronx,Other,1858,2910,4768,"Private for-profit, 4-year or above",Men,25,,7186,179642,,,622192,,622192,
LIU Post,Basketball,Brookville,NCAA Division II (with football),1317,2038,3355,"Private nonprofit, 4-year or above",Men,19,,4000,76007,,,617197,,617197,
Adelphi University,Basketball,Garden City,NCAA Division II (without football),1403,3173,4576,"Private nonprofit, 4-year or above",Men,15,,6643,99646,,,566891,,566891,
Daemen College,Basketball,Amherst,NCAA Division II (without football),497,1179,1676,"Private nonprofit, 4-year or above",Men,16,,6989,111827,,,561271,,561271,
Le Moyne College,Basketball,Syracuse,NCAA Division II (without football),1104,1385,2489,"Private nonprofit, 4-year or above",Men,13,,5386,70023,,,591028,,546912,
St. Thomas Aquinas College,Basketball,Sparkill,NCAA Division II (without football),506,580,1086,"Private nonprofit, 4-year or above",Men,15,,3304,49562,,,471478,,476962,
Nyack College,Basketball,Nyack,NCAA Division II (without football),544,872,1416,"Private nonprofit, 4-year or above",Men,13,,5623,73093,,,469510,,469510,
New York University,Basketball,New York,NCAA Division III (without football),10184,13266,23450,"Private nonprofit, 4-year or above",Men,19,,8935,169773,,,482516,,444196,
Dowling College,Basketball,Oakdale,NCAA Division II (without football),562,518,1080,"Private nonprofit, 4-year or above",Men,16,,1608,25731,,,359970,,359970,
New York Institute of Technology,Basketball,Old Westbury,NCAA Division II (without football),2286,1332,3618,"Private nonprofit, 4-year or above",Men,15,,1784,26757,,,357215,,357215,
Dominican College of Blauvelt,Basketball,Orangeburg,NCAA Division II (without football),469,800,1269,"Private nonprofit, 4-year or above",Men,21,,1452,30484,,,334319,,334319,
Saint John Fisher College,Basketball,Rochester,NCAA Division III (with football),1078,1581,2659,"Private nonprofit, 4-year or above",Men,30,,2337,70119,,,297549,,297549,
Concordia College-New York,Basketball,Bronxville,NCAA Division II (without football),276,555,831,"Private nonprofit, 4-year or above",Men,15,,1353,20300,,,287135,,287135,
Molloy College,Basketball,Rockville Centre,NCAA Division II (without football),710,1964,2674,"Private nonprofit, 4-year or above",Men,12,,2190,26277,,,275478,,276336,
University of Rochester,Basketball,Rochester,NCAA Division III (with football),2958,2953,5911,"Private nonprofit, 4-year or above",Men,16,,5438,87003,,,273065,,273065,
CUNY Queens College,Basketball,Queens,NCAA Division II (without football),4942,6119,11061,"Public, 4-year or above",Men,16,,1651,26418,,,263075,,260162,
Roberts Wesleyan College,Basketball,Rochester,NCAA Division II (without football),385,834,1219,"Private nonprofit, 4-year or above",Men,15,,2733,40996,,,242087,,242087,
SUNY College at Plattsburgh,Basketball,Plattsburgh,NCAA Division III (without football),2265,2813,5078,"Public, 4-year or above",Men,16,,3742,59875,,,214298,,213017,
Ithaca College,Basketball,Ithaca,NCAA Division III (with football),2551,3452,6003,"Private nonprofit, 4-year or above",Men,15,,3114,46709,,,205449,,205449,
Rensselaer Polytechnic Institute,Basketball,Troy,NCAA Division III (with football),3861,1695,5556,"Private nonprofit, 4-year or above",Men,18,,2904,52264,,,188380,,182610,
Hamilton College,Basketball,Clinton,NCAA Division III (with football),918,972,1890,"Private nonprofit, 4-year or above",Men,15,,3324,49866,,,177467,,177467,
SUNY College at Geneseo,Basketball,Geneseo,NCAA Division III (without football),2278,3136,5414,"Public, 4-year or above",Men,16,,4416,70655,,,161526,,173480,
Rochester Institute of Technology,Basketball,Rochester,Other,8188,4003,12191,"Private nonprofit, 4-year or above",Men,18,,2784,50104,,,172381,,172381,
Hobart William Smith Colleges,Basketball,Geneva,NCAA Division III (with football),1094,1248,2342,"Private nonprofit, 4-year or above",Men,14,,1381,19330,,,164111,,164111,
Mercy College,Basketball,Dobbs Ferry,NCAA Division II (without football),1636,3474,5110,"Private nonprofit, 4-year or above",Men,17,,3039,51667,,,158467,,158467,
Globe Institute of Technology,Basketball,New York,NJCAA Division I,334,135,469,"Private for-profit, 4-year or above",Men,15,,2945,44174,,,188812,,156812,
SUNY College at Cortland,Basketball,Cortland,NCAA Division III (with football),2631,3572,6203,"Public, 4-year or above",Men,17,,2092,35558,,,151472,,151472,
SUNY Buffalo State,Basketball,Buffalo,NCAA Division III (with football),3485,4793,8278,"Public, 4-year or above",Men,15,,2514,37714,,,164418,,151146,
Hartwick College,Basketball,Oneonta,NAIA Division III,591,915,1506,"Private nonprofit, 4-year or above",Men,17,,2136,36305,,,150735,,150735,
Monroe Community College,Basketball,Rochester,NJCAA Division I,4504,4859,9363,"Public, 2-year",Men,13,,3526,45843,,,177114,,150227,
Union College,Basketball,Schenectady,NCAA Division III (with football),1193,1009,2202,"Private nonprofit, 4-year or above",Men,13,,4333,56334,,,170816,,150118,
Erie Community College,Basketball,Buffalo,NJCAA Division III,4307,4006,8313,"Public, 2-year",Men,16,,2198,35164,,,147154,,146861,
Morrisville State College,Basketball,Morrisville,NCAA Division III (with football),1283,1221,2504,"Public, 4-year or above",Men,11,,5092,56014,,,146703,,146702,
Clarkson University,Basketball,Potsdam,NCAA Division III (without football),2201,920,3121,"Private nonprofit, 4-year or above",Men,15,,2677,40149,,,149095,,145403,
Utica College,Basketball,Utica,NCAA Division III (with football),969,1227,2196,"Private nonprofit, 4-year or above",Men,17,,1992,33861,,,142136,,134323,
SUNY College at Oswego,Basketball,Oswego,NAIA Division III,3316,3516,6832,"Public, 4-year or above",Men,15,,3650,54749,,,114576,,133184,
Vassar College,Basketball,Poughkeepsie,NCAA Division III (without football),1049,1331,2380,"Private nonprofit, 4-year or above",Men,15,,3804,57062,,,133086,,133086,
St Lawrence University,Basketball,Canton,NCAA Division III (with football),1065,1215,2280,"Private nonprofit, 4-year or above",Men,13,,2354,30603,,,132285,,132285,
United States Merchant Marine Academy,Basketball,Kings Point,NCAA Division III (with football),793,146,939,"Public, 4-year or above",Men,19,,2839,53933,,,131982,,131541,
Berkeley College-New York,Basketball,New York,Other,1449,2433,3882,"Private for-profit, 4-year or above",Men,13,,8025,104325,,,127325,,127325,
SUNY at Fredonia,Basketball,Fredonia,NCAA Division III (without football),2174,2621,4795,"Public, 4-year or above",Men,16,,3604,57663,,,124066,,124066,
SUNY College at Potsdam,Basketball,Potsdam,NCAA Division III (without football),1562,2011,3573,"Public, 4-year or above",Men,15,,2993,44892,,,121419,,122218,
SUNY Oneonta,Basketball,Oneonta,NCAA Division III (without football),2237,3474,5711,"Public, 4-year or above",Men,17,,1970,33491,,,120410,,120410,
State University of New York at New Paltz,Basketball,New Paltz,NCAA Division III (without football),2299,3751,6050,"Public, 4-year or above",Men,16,,1416,22660,,,119406,,119406,
Alfred University,Basketball,Alfred,NCAA Division III (with football),928,881,1809,"Private nonprofit, 4-year or above",Men,17,,2097,35654,,,115795,,115795,
Skidmore College,Basketball,Saratoga Springs,NCAA Division III (without football),1051,1546,2597,"Private nonprofit, 4-year or above",Men,15,,2679,40180,,,115065,,115065,
SUNY College at Brockport,Basketball,Brockport,NCAA Division III (with football),2904,3400,6304,"Public, 4-year or above",Men,19,,2226,42293,,,114192,,114192,
Nazareth College,Basketball,Rochester,NCAA Division III (without football),535,1382,1917,"Private nonprofit, 4-year or above",Men,13,,1711,22245,,,133494,,113805,
Bard College,Basketball,Annandale-On-Hudson,NCAA Division III (without football),888,1094,1982,"Private nonprofit, 4-year or above",Men,15,,2820,42294,,,187324,,112647,
Keuka College,Basketball,Keuka Park,NCAA Division III (without football),383,964,1347,"Private nonprofit, 4-year or above",Men,16,,3367,53864,,,111719,,111719,
Onondaga Community College,Basketball,Syracuse,NJCAA Division III,3184,3062,6246,"Public, 2-year",Men,18,,2077,37387,,,120524,,110706,
SUNY College of Technology at Canton,Basketball,Canton,Other,1288,1505,2793,"Public, 4-year or above",Men,18,,2059,37053,,,109930,,108483,
Saint Joseph's College-New York,Basketball,Brooklyn,NCAA Division III (without football),1103,2118,3221,"Private nonprofit, 4-year or above",Men,28,,2470,69162,,,107264,,107264,
Niagara County Community College,Basketball,Sanborn,NJCAA Division III,1739,2210,3949,"Public, 2-year",Men,16,,1911,30570,,,113570,,103570,
Elmira College,Basketball,Elmira,NCAA Division III (without football),358,819,1177,"Private nonprofit, 4-year or above",Men,22,,1810,39820,,,103180,,103180,
Mount Saint Mary College,Basketball,Newburgh,NCAA Division III (without football),522,1185,1707,"Private nonprofit, 4-year or above",Men,17,,1821,30950,,,109980,,101241,
SUNY Institute of Technology at Utica-Rome,Basketball,Utica,NCAA Division III (without football),1090,523,1613,"Public, 4-year or above",Men,13,,3786,49216,,,100980,,100716,
Medaille College,Basketball,Buffalo,NCAA Division III (without football),561,1188,1749,"Private nonprofit, 4-year or above",Men,13,,2745,35688,,,165982,,100521,
Manhattanville College,Basketball,Purchase,NCAA Division III (without football),609,1098,1707,"Private nonprofit, 4-year or above",Men,17,,1013,17221,,,101835,,91034,
CUNY City College,Basketball,New York,NCAA Division III (without football),4509,4790,9299,"Public, 4-year or above",Men,21,,767,16097,,,88152,,87336,
Sullivan County Community College,Basketball,Loch Sheldrake,NJCAA Division III,432,475,907,"Public, 2-year",Men,17,,1606,27304,,,82866,,82866,
Wells College,Basketball,Aurora,NCAA Division III (without football),172,347,519,"Private nonprofit, 4-year or above",Men,16,,2623,41962,,,82864,,82864,
Sarah Lawrence College,Basketball,Bronxville,Other,385,966,1351,"Private nonprofit, 4-year or above",Men,16,,1960,31362,,,80889,,80889,
CUNY LaGuardia Community College,Basketball,Long Island City,NJCAA Division III,4639,6135,10774,"Public, 2-year",Men,16,,2631,42102,,,80233,,80233,
Houghton College,Basketball,Houghton,NCAA Division III (without football),352,641,993,"Private nonprofit, 4-year or above",Men,15,,2113,31694,,,77610,,77610,
Jamestown Community College,Basketball,Jamestown,NJCAA Division III,1095,1377,2472,"Public, 2-year",Men,29,,1345,39009,,,76921,,76921,
SUNY College of Technology at Alfred,Basketball,Alfred,NCAA Division III (with football),2139,1187,3326,"Public, 4-year or above",Men,18,,1405,25283,,,88415,,76783,
The Sage Colleges,Basketball,Troy,NCAA Division III (without football),311,1147,1458,"Private nonprofit, 4-year or above",Men,13,,1846,23992,,,91029,,74101,
Genesee Community College,Basketball,Batavia,NJCAA Division II,1060,1886,2946,"Public, 2-year",Men,15,,2500,37498,,,73058,,73058,
Yeshiva University,Basketball,New York,NCAA Division III (without football),1433,1291,2724,"Private nonprofit, 4-year or above",Men,16,,2307,36908,,,72251,,72251,
Hilbert College,Basketball,Hamburg,NCAA Division III (without football),370,472,842,"Private nonprofit, 4-year or above",Men,15,,3308,49620,,,70503,,70503,
